"四字熟語","よじじゅくご",""
"五里霧中","ごりむちゅう",""
"自画自賛","じがじさん",""
"五十歩百歩","ごじゅっぽひゃっぽ",""
"一石二鳥","いっせきにちょう",""
"一期一会","いちごいちえ",""
馬耳東風,ばじとうふう,
